,movie_id,predictions
870,15047111,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
871,19479460,0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0
872,142995,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
873,13846751,1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
874,24722022,1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
875,18238496,0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
876,9757430,1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
877,27168351,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
878,4544022,0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
879,1751923,1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
880,3676065,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
881,5016805,1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
882,28913522,0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
883,28557616,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
884,9035329,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
885,20903442,1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
886,261448,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
887,3793631,1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
888,5555253,0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
889,13162689,0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
890,15985034,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
891,10160738,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
892,19069326,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
893,21266572,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
894,27788234,1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
895,15106432,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
896,4924882,1 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0
897,19217319,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
898,2453986,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
899,12875999,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
900,33509716,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
901,6084220,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
902,5541237,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
903,8590196,1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
904,19995077,1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
905,10892704,0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
906,22265300,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
907,5216204,1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
908,5467488,1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
909,2940677,0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
910,9613149,1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
911,24775488,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
912,32584198,0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
913,14947020,0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
914,20391295,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
915,19758885,0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0
916,2229894,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
917,14339464,0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
918,20638510,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
919,6389163,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
920,1525968,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
921,9570503,1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
922,18943962,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0
923,24641512,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
924,9521029,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
925,15047895,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
926,33647512,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
927,30408389,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
928,7708618,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
929,26107567,0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
930,90039,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
931,6046099,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
932,2091266,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
933,14102789,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
934,11213660,1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
935,36353947,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
936,24300269,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
937,10420453,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
938,6044779,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
939,385706,0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0
940,4750994,1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
941,34287962,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
942,2300433,0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0
943,1184167,0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
944,4267117,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
945,27660461,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
946,5865566,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
947,12510655,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
948,23992427,0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
949,5979095,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
950,3954298,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
951,1858745,0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
952,5800622,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
953,33231905,1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
954,144813,0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0
955,27693775,1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
956,24495731,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
957,9417884,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
958,684515,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
959,18002340,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
960,26048675,0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
961,22265112,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
962,29272473,0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
963,22645050,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
964,29029867,0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
965,33416420,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
966,25000378,1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
967,8600276,0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
968,19874156,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
969,2933910,0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1
970,14503106,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
971,32493096,1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
972,1829944,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
973,25475247,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
974,21475534,1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
975,3783131,0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0
976,1438861,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
977,4180684,0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
978,6941760,0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0
979,1582173,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
980,10387098,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
981,2895635,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
982,2111519,0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
983,2363621,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
984,24981628,1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
985,34954932,0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1
986,74962,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
987,16676041,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
988,1216093,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
989,8351729,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
990,30276307,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
991,4726,0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
992,21465561,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
993,17578735,1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
994,3135310,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
995,70091,1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
996,30558774,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
997,35790655,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
998,15522092,0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
999,9850876,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1000,11279152,1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
1001,21997689,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1002,2456941,0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1003,27359507,0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1004,10332554,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1005,10995901,1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0
1006,19496914,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1007,21099947,1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1008,21654511,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1009,9198608,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1010,6764425,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1011,5988501,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1012,4989559,0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1013,29434234,1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1014,25434917,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
1015,5316735,0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1016,16967207,0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1017,13931147,0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1018,32014207,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1019,11477710,1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1020,12058465,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1021,20239110,1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
1022,9505271,0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1023,4347027,0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0
1024,7027409,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1025,1569634,1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1026,32809045,1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1027,11286804,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1028,2367208,1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
1029,26720310,0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1030,20130701,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1031,21407170,0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0
1032,34414516,1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
1033,1488066,1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1034,3826817,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1035,25827961,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1036,5082101,0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
1037,15662990,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1038,31655197,0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0
1039,18999434,1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1040,14143964,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1041,1456329,0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0
1042,205400,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1043,3440849,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1044,3303413,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1045,29128744,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1046,6139424,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1047,775421,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1048,2962736,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1049,982874,0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0
1050,4180595,0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
1051,634114,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1052,32842780,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1053,34982179,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1054,13549802,0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
1055,27695067,0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0
1056,20948918,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1057,2702787,1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1058,31323853,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1059,28252472,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1060,9765282,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1061,14871898,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1062,25496382,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1063,19343738,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1064,22805715,1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0
1065,3932174,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0
1066,9422274,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1067,32070681,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1068,10196144,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1069,7128210,0 0 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0
1070,10564861,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1071,3604814,0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1072,8938925,1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1073,26483188,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1074,2646948,0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1075,3260698,0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1076,34299596,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1077,277713,0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1078,15604503,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1079,32720855,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1080,5125674,0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0
1081,30319579,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1082,4390109,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1083,5696691,1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
1084,35495058,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1085,12178995,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1086,10824285,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1087,20691181,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1088,9457642,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1089,6000210,1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1090,4667507,0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1091,25526308,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1092,1508787,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1093,30540674,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1094,34750408,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1095,31304298,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1096,9907279,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1097,66853,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1098,13814165,0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1099,11186374,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1100,255931,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
1101,29629913,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1102,11625269,1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1103,10639879,0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1104,31106274,1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1105,20581421,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1106,14195429,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
1107,5604840,0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
1108,1644429,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1109,23819161,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1110,2926860,0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
1111,34613355,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1112,26428662,1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1113,12605892,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1114,19746061,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1115,6143174,1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0
1116,4881121,0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
1117,3868207,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1118,32817768,1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1119,9215002,1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
1120,12121822,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1121,3524655,0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0
1122,27762733,0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1123,1504619,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1124,9057005,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1125,5128035,1 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1
1126,25913752,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1127,32383881,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1128,32723891,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1129,11251963,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1130,24384740,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1131,680398,0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
1132,12224834,1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1133,4884523,1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1134,31044553,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1135,21589124,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1136,633531,1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1137,76331,0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1138,3258852,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1139,6947418,0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1140,17953532,1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
1141,1364070,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1142,142911,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143,17366149,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1144,21052275,0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
1145,7990625,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146,4280890,0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
1147,2952125,0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
1148,8713368,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149,9446637,1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
1150,14255798,0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
1151,16233363,1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1152,464189,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1153,1466657,1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
1154,18258415,1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1155,13273083,0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
1156,25080984,1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1157,5440243,1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1158,19396361,0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1159,21426146,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1160,27947243,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1161,35494723,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1162,7661542,0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0
1163,24659838,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1164,28335578,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1165,14661434,1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
1166,5807082,0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
1167,32862650,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1168,35288836,1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1169,19876761,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
